MUNICIPIO,SECCION,CASILLA,PAN,PRI_PVEM_PTP_PANAL,PRD,MC,MORENA,INDEPENDIENTE,NO_REG,NULOS
CUAUHTEMOC,306,C1,148,74,9,21,7,58,0,5
CUAUHTEMOC,306,C2,141,67,4,10,10,77,0,14
CUAUHTEMOC,306,C3,144,70,6,8,6,0,0,10
CUAUHTEMOC,306,C4,153,71,5,12,9,62,0,12
CUAUHTEMOC,307,B,159,91,6,11,12,62,2,2
CUAUHTEMOC,307,C1,120,89,1,8,11,57,4,11
CUAUHTEMOC,307,C2,126,84,6,9,5,72,0,9
CUAUHTEMOC,307,C3,127,97,8,12,4,74,0,6
CUAUHTEMOC,307,C4,129,79,4,12,8,55,1,6
CUAUHTEMOC,307,C5,137,80,4,4,3,62,2,13
CUAUHTEMOC,308,B,141,97,9,11,6,41,0,0
CUAUHTEMOC,308,C1,144,80,5,14,5,43,2,13
CUAUHTEMOC,309,B,115,64,2,5,4,40,1,4
CUAUHTEMOC,310,B,159,64,4,2,9,36,0,2
CUAUHTEMOC,310,C1,143,60,3,8,3,47,0,4
CUAUHTEMOC,311,B,193,54,2,6,1,65,0,6
CUAUHTEMOC,311,C1,200,53,3,4,3,47,0,10
CUAUHTEMOC,312,B,146,60,3,6,2,37,0,4
CUAUHTEMOC,312,C1,145,45,1,3,2,28,0,6
CUAUHTEMOC,312,ES1,405,176,10,7,11,118,0,30
CUAUHTEMOC,313,B,158,60,1,12,9,38,0,4
CUAUHTEMOC,314,B,243,108,5,9,4,55,0,0
CUAUHTEMOC,315,B,120,55,3,4,3,36,0,4
CUAUHTEMOC,316,B,72,60,0,3,2,21,0,5
CUAUHTEMOC,317,B,106,57,3,5,9,30,0,7
CUAUHTEMOC,318,B,163,88,3,5,11,51,0,7
CUAUHTEMOC,319,B,157,50,1,3,2,54,0,1
CUAUHTEMOC,319,C1,135,67,1,4,3,53,0,5
CUAUHTEMOC,320,B,112,86,11,12,3,50,0,20
CUAUHTEMOC,321,B,132,88,6,9,7,47,2,7
CUAUHTEMOC,321,C1,135,72,10,17,9,37,0,13
CUAUHTEMOC,321,C2,115,90,5,12,6,44,0,13
CUAUHTEMOC,322,B,121,95,13,8,9,42,3,13
CUAUHTEMOC,323,B,97,81,6,3,10,60,0,9
CUAUHTEMOC,323,C1,91,68,3,10,10,33,4,13
CUAUHTEMOC,324,B,68,60,7,6,7,29,0,0
CUAUHTEMOC,324,C1,59,69,5,10,10,21,1,11
CUAUHTEMOC,325,B,146,51,2,4,5,46,1,2
CUAUHTEMOC,325,C1,130,39,1,6,1,38,0,11
CUAUHTEMOC,326,B,192,60,4,7,1,33,0,3
CUAUHTEMOC,326,C1,179,56,7,5,8,49,0,5
CUAUHTEMOC,327,B,162,79,3,4,3,35,0,8
CUAUHTEMOC,327,C1,150,74,2,7,13,0,0,8
CUAUHTEMOC,328,B,114,56,5,4,4,33,0,6
CUAUHTEMOC,329,B,134,72,2,10,2,36,0,11
CUAUHTEMOC,330,B,97,73,2,5,9,31,1,12
CUAUHTEMOC,330,C1,93,72,4,7,7,33,0,15
CUAUHTEMOC,330,C2,106,89,1,2,8,21,0,7
CUAUHTEMOC,331,B,68,54,5,8,0,18,0,8
CUAUHTEMOC,331,C1,71,55,2,3,6,22,0,1
CUAUHTEMOC,332,B,174,96,0,5,5,0,0,5
CUAUHTEMOC,332,C1,165,75,2,9,5,53,0,7
CUAUHTEMOC,332,C2,183,92,0,9,6,49,0,12
CUAUHTEMOC,332,C3,140,79,6,5,10,66,0,9
CUAUHTEMOC,332,C4,176,67,8,9,2,52,0,9
CUAUHTEMOC,333,B,185,71,4,7,3,70,0,1
CUAUHTEMOC,333,C1,192,59,2,9,2,68,0,3
CUAUHTEMOC,333,C2,214,56,5,4,5,64,1,4
CUAUHTEMOC,334,B,113,84,6,8,9,26,1,6
CUAUHTEMOC,334,C1,114,63,6,6,8,28,0,6
CUAUHTEMOC,334,C2,130,91,4,8,12,24,0,10
CUAUHTEMOC,335,B,143,88,5,17,8,47,1,11
CUAUHTEMOC,335,C1,123,100,8,11,3,43,0,18
CUAUHTEMOC,336,B,83,53,3,7,5,19,6,1
CUAUHTEMOC,336,C1,90,40,6,10,3,23,0,6
CUAUHTEMOC,337,B,64,81,4,10,1,17,1,14
CUAUHTEMOC,337,C1,70,65,2,7,5,17,0,9
CUAUHTEMOC,338,B,166,86,3,11,8,44,0,16
CUAUHTEMOC,338,C1,147,106,7,5,6,44,0,17
CUAUHTEMOC,338,C2,164,115,10,5,11,38,0,9
CUAUHTEMOC,339,B,93,79,3,9,3,25,0,15
CUAUHTEMOC,339,C1,112,93,3,8,5,0,0,12
CUAUHTEMOC,340,B,106,82,5,10,5,35,0,12
CUAUHTEMOC,340,C1,107,81,6,19,3,25,0,13
CUAUHTEMOC,340,C2,98,88,0,21,1,31,0,13
CUAUHTEMOC,341,B,119,60,1,2,1,38,0,7
CUAUHTEMOC,341,C1,121,60,0,1,3,16,1,6
CUAUHTEMOC,342,B,138,67,0,1,3,30,0,6
CUAUHTEMOC,342,C1,120,68,3,1,1,26,0,7
CUAUHTEMOC,343,B,105,66,13,18,4,30,0,6
CUAUHTEMOC,343,C1,99,79,8,15,5,33,0,8
CUAUHTEMOC,343,C2,104,78,9,14,7,41,4,9
CUAUHTEMOC,344,B,102,52,8,14,3,34,0,8
CUAUHTEMOC,344,C1,93,56,5,7,4,29,0,9
CUAUHTEMOC,345,B,58,54,3,2,5,14,0,6
CUAUHTEMOC,346,B,81,68,12,6,9,38,0,5
CUAUHTEMOC,347,B,144,87,12,14,3,67,0,6
CUAUHTEMOC,348,B,117,62,6,9,5,48,0,8
CUAUHTEMOC,348,C1,135,66,8,11,6,50,0,8
CUAUHTEMOC,348,C2,125,83,6,9,2,46,0,10
CUAUHTEMOC,349,B,96,39,5,11,2,19,0,9
CUAUHTEMOC,349,C1,83,50,7,10,2,0,0,3
CUAUHTEMOC,350,B,183,77,4,7,8,42,0,8
CUAUHTEMOC,351,B,65,69,4,4,4,30,0,3
CUAUHTEMOC,352,B,44,15,0,1,1,30,0,1
CUAUHTEMOC,353,B,55,26,2,5,2,28,0,4
CUAUHTEMOC,355,B,31,60,2,0,0,38,0,8
CUAUHTEMOC,356,B,74,72,4,3,2,14,0,7
CUAUHTEMOC,356,C1,61,59,2,0,3,11,0,11
CUAUHTEMOC,358,B,42,27,1,2,0,7,0,4
CUAUHTEMOC,359,B,123,59,14,3,1,9,0,9
CUAUHTEMOC,359,C1,103,61,26,1,3,9,0,9
CUAUHTEMOC,361,B,23,19,0,0,0,4,0,7
CUAUHTEMOC,362,B,56,54,2,0,1,8,0,7
CUAUHTEMOC,363,B,32,40,2,0,0,6,0,3
CUAUHTEMOC,363,EX1,87,80,2,0,0,40,0,11
CUAUHTEMOC,364,B,49,17,4,2,7,2,0,3
CUAUHTEMOC,364,EX1,74,8,0,1,0,3,0,1
CUAUHTEMOC,364,EX1 C1,80,12,0,1,1,2,0,4
CUAUHTEMOC,364,EX1 C2,87,9,0,0,0,8,0,3
CUAUHTEMOC,365,B,81,49,1,1,3,17,0,3
CUAUHTEMOC,365,C1,83,72,2,0,2,16,1,2
CUAUHTEMOC,367,B,36,36,1,1,2,9,0,5
CUAUHTEMOC,368,B,28,45,1,1,0,2,0,2
CUAUHTEMOC,368,C1,18,7,0,0,0,1,1,2
CUAUHTEMOC,368,C2,30,61,0,1,1,6,0,0
CUAUHTEMOC,368,C3,30,38,1,1,1,1,0,9
CUAUHTEMOC,369,B,80,27,1,3,0,4,0,0
CUAUHTEMOC,369,C1,48,4,0,0,0,3,0,0
CUAUHTEMOC,369,C2,45,13,1,0,0,5,0,0
CUAUHTEMOC,369,C3,53,15,0,1,0,5,0,3
CUAUHTEMOC,370,B,109,48,11,0,0,12,0,10
CUAUHTEMOC,371,B,21,29,0,1,0,5,0,2
CUAUHTEMOC,373,B,67,11,0,0,1,7,0,0
CUAUHTEMOC,373,C1,45,17,0,0,0,9,0,0
CUAUHTEMOC,373,C2,65,15,0,2,1,2,0,4
CUAUHTEMOC,373,C3,58,19,0,2,0,5,0,1
CUAUHTEMOC,373,C4,61,11,0,0,0,4,0,5
CUAUHTEMOC,374,B,28,80,0,1,0,9,0,13
CUAUHTEMOC,375,B,21,44,2,0,1,3,0,2
CUAUHTEMOC,376,B,27,34,0,0,0,1,0,1
CUAUHTEMOC,377,B,12,54,0,2,1,21,0,0
CUAUHTEMOC,378,B,12,57,2,1,0,3,0,6
CUAUHTEMOC,379,B,11,33,0,3,0,4,0,2
CUAUHTEMOC,380,B,25,101,1,4,1,12,0,10
CUAUHTEMOC,381,B,36,56,2,2,0,11,0,6
CUAUHTEMOC,382,B,36,51,1,2,8,10,0,2
CUAUHTEMOC,383,B,76,60,3,5,6,30,0,8
CUAUHTEMOC,383,C1,74,52,4,5,5,32,0,5
CUAUHTEMOC,384,B,64,72,2,2,4,7,0,5
CUAUHTEMOC,384,EX1,13,34,0,2,5,5,3,1
CUAUHTEMOC,385,B,41,31,0,1,0,11,0,3
CUAUHTEMOC,385,C1,38,31,1,1,1,5,1,3
CUAUHTEMOC,386,B,70,43,4,4,3,11,0,4
CUSIHUIRIACHI,388,B,89,46,4,4,0,5,0,2
CUSIHUIRIACHI,388,C1,77,53,3,12,0,8,0,3
CUSIHUIRIACHI,389,B,70,88,11,3,0,16,0,3
CUSIHUIRIACHI,390,B,20,36,0,8,0,10,0,2
CUSIHUIRIACHI,391,B,35,75,0,4,0,7,0,5
CUSIHUIRIACHI,393,B,82,94,4,8,0,8,1,8
CUSIHUIRIACHI,394,B,121,135,10,10,0,28,0,16
CUSIHUIRIACHI,395,B,79,144,15,9,2,28,0,12
CUSIHUIRIACHI,396,B,121,183,17,24,1,18,0,16
CUSIHUIRIACHI,397,B,74,65,3,14,0,12,0,14
CUSIHUIRIACHI,398,B,154,160,2,12,1,19,0,24
CUSIHUIRIACHI,399,B,88,42,1,4,1,9,0,6
CUSIHUIRIACHI,400,B,36,49,3,8,1,3,0,8
CUSIHUIRIACHI,401,B,40,91,6,5,1,14,0,7
CHIHUAHUA,402,B,83,45,0,3,8,40,0,5
CHIHUAHUA,402,C1,89,45,2,4,4,51,0,3
CHIHUAHUA,403,B,63,65,0,6,5,46,0,0
CHIHUAHUA,403,C1,103,60,3,4,3,33,0,6
CHIHUAHUA,404,B,182,56,2,3,4,39,1,3
CHIHUAHUA,405,B,94,49,4,6,2,28,0,7
CHIHUAHUA,405,C1,123,49,0,0,4,31,0,5
CHIHUAHUA,406,B,144,75,4,2,1,38,0,4
CHIHUAHUA,407,B,167,74,0,3,3,42,0,11
CHIHUAHUA,408,B,88,44,4,3,3,38,0,0
CHIHUAHUA,408,C1,96,53,1,2,5,38,0,10
CHIHUAHUA,409,B,137,67,2,3,6,41,7,13
CHIHUAHUA,410,B,118,48,0,2,0,32,0,9
CHIHUAHUA,410,C1,98,66,8,6,9,20,0,6
CHIHUAHUA,411,B,85,54,2,0,3,13,0,6
CHIHUAHUA,411,C1,86,36,0,2,2,14,13,0
CHIHUAHUA,412,B,152,88,1,8,5,45,0,13
CHIHUAHUA,413,B,119,53,1,1,2,29,0,7
CHIHUAHUA,413,C1,108,42,1,0,5,39,0,6
CHIHUAHUA,414,B,160,62,0,3,3,40,0,6
CHIHUAHUA,414,C1,144,57,0,9,4,37,0,6
CHIHUAHUA,415,B,130,41,0,6,3,45,0,8
CHIHUAHUA,415,C1,117,46,5,4,2,32,0,2
CHIHUAHUA,416,B,156,47,2,1,3,44,1,2
CHIHUAHUA,416,C1,144,47,2,5,5,46,0,3
CHIHUAHUA,417,B,90,39,1,4,0,37,0,6
CHIHUAHUA,417,C1,116,45,0,1,0,32,0,5
CHIHUAHUA,418,B,129,46,2,3,3,35,1,7
CHIHUAHUA,418,C1,106,62,2,3,3,46,0,8
CHIHUAHUA,419,B,212,67,3,5,6,73,0,9
CHIHUAHUA,420,B,169,76,2,4,4,65,0,10
CHIHUAHUA,420,C1,173,87,3,4,10,50,0,8
CHIHUAHUA,421,B,235,79,5,1,4,66,0,5
CHIHUAHUA,422,B,129,64,3,3,4,56,0,6
CHIHUAHUA,422,C1,122,57,2,4,4,56,0,8
CHIHUAHUA,423,B,191,81,3,3,1,53,1,6
CHIHUAHUA,424,B,119,71,4,2,2,32,0,4
CHIHUAHUA,424,C1,106,47,1,2,1,24,1,4
CHIHUAHUA,425,B,151,52,4,8,5,42,0,5
CHIHUAHUA,425,C1,159,56,2,5,3,44,0,7
CHIHUAHUA,426,B,161,70,3,6,3,48,1,6
CHIHUAHUA,427,B,171,62,0,1,9,44,2,6
CHIHUAHUA,428,B,244,88,5,4,8,72,0,8
CHIHUAHUA,429,B,140,67,0,5,2,36,0,6
CHIHUAHUA,429,C1,141,65,0,5,4,37,0,1
CHIHUAHUA,430,B,142,58,1,0,1,52,0,0
CHIHUAHUA,431,B,201,74,1,8,2,60,0,2
CHIHUAHUA,432,B,162,70,1,2,3,45,1,7
CHIHUAHUA,433,B,156,88,0,4,4,76,0,2
CHIHUAHUA,434,B,169,61,0,1,1,37,0,1
CHIHUAHUA,435,B,103,62,2,0,6,29,0,3
CHIHUAHUA,436,B,153,56,1,5,2,38,0,0
CHIHUAHUA,437,B,196,84,2,5,5,59,1,10
CHIHUAHUA,438,B,223,105,1,2,6,70,1,6
CHIHUAHUA,439,B,148,52,2,3,3,36,0,5
CHIHUAHUA,439,C1,148,48,1,7,5,31,0,5
CHIHUAHUA,440,B,130,94,5,3,5,0,0,6
CHIHUAHUA,440,C1,132,57,1,0,0,40,0,10
CHIHUAHUA,441,B,255,104,4,3,10,79,0,10
CHIHUAHUA,442,B,216,94,0,4,3,0,0,9
CHIHUAHUA,443,B,243,63,1,1,8,60,0,4
CHIHUAHUA,444,B,236,61,1,4,2,60,1,4
CHIHUAHUA,445,B,143,48,0,1,9,49,0,5
CHIHUAHUA,446,B,212,89,2,3,10,68,1,2
CHIHUAHUA,447,B,180,71,0,2,4,66,0,2
CHIHUAHUA,448,B,164,79,1,4,3,65,0,4
CHIHUAHUA,449,B,165,79,3,0,2,46,0,2
CHIHUAHUA,450,B,153,51,0,8,5,47,1,0
CHIHUAHUA,450,C1,139,61,0,2,1,30,0,5
CHIHUAHUA,451,B,97,37,0,0,2,21,1,3
CHIHUAHUA,452,B,232,81,2,4,4,49,0,3
CHIHUAHUA,453,B,150,45,1,2,3,26,0,5
CHIHUAHUA,454,B,179,49,2,1,2,41,0,6
CHIHUAHUA,455,B,124,53,2,2,4,33,0,5
CHIHUAHUA,455,C1,147,47,2,1,6,32,1,1
CHIHUAHUA,456,B,128,61,1,1,0,42,0,8
CHIHUAHUA,457,B,182,33,0,3,1,64,1,1
CHIHUAHUA,458,B,141,52,0,4,1,43,0,4
CHIHUAHUA,459,B,159,56,3,0,12,77,2,6
CHIHUAHUA,460,B,155,39,2,1,3,72,0,7
CHIHUAHUA,460,C1,154,55,3,1,4,44,1,5
CHIHUAHUA,461,B,238,60,2,5,1,77,0,0
CHIHUAHUA,462,B,214,64,0,3,4,65,0,3
CHIHUAHUA,463,B,216,95,3,8,6,96,0,6
CHIHUAHUA,464,B,140,85,1,4,2,57,0,6
CHIHUAHUA,464,C1,177,70,3,3,5,38,0,12
CHIHUAHUA,465,B,128,59,0,1,4,50,0,5
CHIHUAHUA,465,C1,124,49,2,2,7,55,0,4
CHIHUAHUA,466,B,179,55,2,0,4,86,2,3
CHIHUAHUA,466,C1,166,51,1,3,4,67,0,3
CHIHUAHUA,467,B,141,33,4,7,5,59,0,3
CHIHUAHUA,468,B,175,54,1,0,8,65,1,4
CHIHUAHUA,468,C1,161,63,5,4,7,57,1,5
CHIHUAHUA,469,B,175,69,1,4,3,70,1,5
CHIHUAHUA,470,B,180,69,1,2,4,60,0,1
CHIHUAHUA,470,ES1,218,103,6,1,6,96,0,6
CHIHUAHUA,471,B,151,78,1,2,5,57,0,6
CHIHUAHUA,472,B,244,86,2,5,7,41,1,11
CHIHUAHUA,473,B,134,45,0,2,2,33,0,4
CHIHUAHUA,473,C1,116,53,1,3,2,42,0,14
CHIHUAHUA,474,B,172,59,1,5,2,57,0,8
CHIHUAHUA,475,B,147,77,3,2,2,43,0,9
CHIHUAHUA,476,B,129,51,1,0,6,42,0,10
CHIHUAHUA,476,C1,121,58,0,1,3,37,0,2
CHIHUAHUA,477,B,143,71,1,3,0,33,1,3
CHIHUAHUA,477,C1,154,41,0,4,2,38,0,4
CHIHUAHUA,478,B,223,59,6,6,10,71,0,7
CHIHUAHUA,479,B,164,51,1,7,4,63,1,10
CHIHUAHUA,480,B,151,52,2,2,4,50,0,6
CHIHUAHUA,480,C1,142,51,3,5,6,61,1,4
CHIHUAHUA,481,B,120,64,1,0,4,60,0,2
CHIHUAHUA,481,C1,120,52,0,1,3,49,1,3
CHIHUAHUA,482,B,125,43,3,2,4,66,0,6
CHIHUAHUA,482,C1,129,59,2,2,2,58,0,5
CHIHUAHUA,483,B,102,42,0,2,4,26,0,5
CHIHUAHUA,483,C1,138,49,0,2,2,48,0,2
CHIHUAHUA,484,B,174,55,1,4,5,67,0,6
CHIHUAHUA,485,B,119,39,0,3,2,60,0,3
CHIHUAHUA,485,C1,117,44,1,5,4,62,2,6
CHIHUAHUA,486,B,128,58,6,7,4,48,0,5
CHIHUAHUA,486,C1,119,38,2,5,7,55,2,10
CHIHUAHUA,486,C2,108,49,2,6,10,53,1,8
CHIHUAHUA,487,B,151,56,3,1,4,51,0,9
CHIHUAHUA,487,C1,121,58,2,3,3,51,0,3
CHIHUAHUA,487,C2,130,58,1,3,5,51,1,3
CHIHUAHUA,488,B,127,44,2,5,2,73,0,5
CHIHUAHUA,488,C1,123,63,0,2,3,77,0,3
CHIHUAHUA,489,B,223,113,1,5,2,69,0,4
CHIHUAHUA,490,B,167,99,2,2,4,80,3,5
CHIHUAHUA,490,C1,178,84,4,2,7,46,0,13
CHIHUAHUA,491,B,161,44,2,4,3,44,0,10
CHIHUAHUA,492,B,129,45,1,6,6,48,0,12
CHIHUAHUA,492,C1,125,48,2,1,3,44,0,8
CHIHUAHUA,493,B,116,55,5,5,0,46,0,0
CHIHUAHUA,493,C1,133,59,2,6,4,39,0,12
CHIHUAHUA,494,B,135,45,3,4,4,58,0,5
CHIHUAHUA,494,C1,132,47,0,2,5,45,0,11
CHIHUAHUA,495,B,161,74,3,6,7,47,0,5
CHIHUAHUA,495,C1,173,103,1,5,13,37,0,4
CHIHUAHUA,496,B,119,40,0,0,3,0,31,2
CHIHUAHUA,496,C1,122,50,1,0,5,22,0,3
CHIHUAHUA,497,B,118,37,0,6,3,29,0,12
CHIHUAHUA,497,C1,126,52,1,1,9,30,0,3
CHIHUAHUA,498,B,142,67,1,2,6,35,0,4
CHIHUAHUA,499,B,180,82,3,2,11,56,0,9
CHIHUAHUA,500,B,134,41,2,5,4,44,2,6
CHIHUAHUA,500,C1,132,35,0,2,4,35,0,8
CHIHUAHUA,501,B,165,66,2,3,2,56,0,5
CHIHUAHUA,502,B,231,83,6,3,5,73,1,8
CHIHUAHUA,503,B,131,56,1,0,3,47,0,4
CHIHUAHUA,504,B,205,77,0,1,4,74,0,14
CHIHUAHUA,505,B,222,90,5,5,8,53,1,7
CHIHUAHUA,506,B,238,85,4,2,6,44,0,3
CHIHUAHUA,507,B,225,48,0,3,7,71,0,3
CHIHUAHUA,508,B,170,47,0,7,5,55,0,4
CHIHUAHUA,508,EX1,20,25,0,2,3,11,0,4
CHIHUAHUA,508,EX2,46,19,2,1,0,25,0,3
CHIHUAHUA,509,B,159,48,3,3,2,42,1,7
CHIHUAHUA,509,C1,144,43,1,1,8,42,0,3
CHIHUAHUA,509,EX1,97,36,0,3,1,39,0,3
CHIHUAHUA,510,B,208,53,3,3,8,49,0,0
CHIHUAHUA,511,B,227,42,4,1,4,54,0,7
CHIHUAHUA,512,B,236,87,1,4,4,53,0,6
CHIHUAHUA,513,B,145,60,1,4,5,52,0,4
CHIHUAHUA,513,C1,153,64,2,4,4,44,0,5
CHIHUAHUA,514,B,154,76,1,0,6,42,1,12
CHIHUAHUA,514,C1,153,64,0,3,7,53,0,9
CHIHUAHUA,515,B,175,74,2,4,6,52,0,6
CHIHUAHUA,515,C1,183,79,1,4,8,65,2,7
CHIHUAHUA,516,B,143,61,1,1,4,76,1,3
CHIHUAHUA,517,B,207,79,3,2,7,74,0,12
CHIHUAHUA,518,B,140,50,1,4,3,50,0,8
CHIHUAHUA,518,C1,135,49,2,0,12,54,0,12
CHIHUAHUA,519,B,224,70,4,9,5,82,0,13
CHIHUAHUA,520,B,242,73,3,0,7,83,0,9
CHIHUAHUA,521,B,158,56,1,0,3,55,0,6
CHIHUAHUA,521,C1,142,53,2,0,0,72,0,5
CHIHUAHUA,522,B,245,86,5,2,14,82,0,2
CHIHUAHUA,523,B,174,54,1,6,7,64,1,5
CHIHUAHUA,524,B,207,55,3,2,7,71,0,16
CHIHUAHUA,525,B,145,64,0,4,3,66,1,9
CHIHUAHUA,526,B,129,70,1,2,3,44,0,9
CHIHUAHUA,527,B,180,53,0,2,5,48,0,4
CHIHUAHUA,527,C1,151,47,2,2,0,44,0,6
CHIHUAHUA,528,B,154,50,3,3,1,46,0,5
CHIHUAHUA,528,C1,176,53,1,1,4,45,0,8
CHIHUAHUA,529,B,144,42,1,3,3,51,0,3
CHIHUAHUA,529,C1,147,43,1,2,3,44,0,3
CHIHUAHUA,530,B,159,66,4,2,9,54,0,6
CHIHUAHUA,530,C1,170,61,3,5,3,0,0,10
CHIHUAHUA,531,B,189,75,2,7,6,62,0,7
CHIHUAHUA,532,B,32,15,0,1,2,38,0,3
CHIHUAHUA,532,C1,126,53,1,3,3,40,0,9
CHIHUAHUA,533,B,126,54,3,2,11,34,1,6
CHIHUAHUA,533,C1,109,59,1,2,4,31,0,0
CHIHUAHUA,534,B,174,77,0,5,3,59,1,11
CHIHUAHUA,534,C1,151,87,1,11,7,65,0,6
CHIHUAHUA,534,C2,180,81,1,6,11,54,0,1
CHIHUAHUA,535,B,98,50,1,4,7,32,1,6
CHIHUAHUA,535,C1,110,48,0,2,7,44,0,5
CHIHUAHUA,536,B,154,60,2,6,10,53,0,5
CHIHUAHUA,536,C1,134,50,3,7,5,47,0,7
CHIHUAHUA,537,B,106,57,3,6,3,36,1,5
CHIHUAHUA,537,C1,114,48,3,6,0,40,0,0
CHIHUAHUA,537,C2,135,61,1,5,4,44,0,8
CHIHUAHUA,538,B,163,72,3,3,4,64,0,10
CHIHUAHUA,538,C1,138,66,0,4,1,66,3,12
CHIHUAHUA,538,C2,177,40,0,13,9,50,1,8
CHIHUAHUA,538,C3,141,66,2,6,7,56,0,8
CHIHUAHUA,538,C4,165,61,4,12,6,67,0,12
CHIHUAHUA,539,B,120,46,2,4,4,42,0,7
CHIHUAHUA,539,C1,100,54,3,4,3,47,0,8
CHIHUAHUA,539,C2,114,41,3,5,4,57,1,10
CHIHUAHUA,539,C3,114,46,0,8,3,52,1,12
CHIHUAHUA,540,B,141,59,2,1,0,46,0,7
CHIHUAHUA,540,C1,139,68,1,5,6,39,5,0
CHIHUAHUA,540,C2,124,54,1,1,9,44,2,4
CHIHUAHUA,541,B,122,72,1,3,7,46,0,7
CHIHUAHUA,541,C1,110,90,1,1,4,51,0,8
CHIHUAHUA,541,C2,117,58,3,4,8,42,0,8
CHIHUAHUA,541,EX1,117,58,1,4,8,43,0,7
CHIHUAHUA,541,EX1 C1,109,74,1,3,1,51,1,3
CHIHUAHUA,541,EX1 C2,99,66,1,0,5,60,0,1
CHIHUAHUA,541,EX2,145,61,0,3,5,38,0,7
CHIHUAHUA,542,B,113,52,1,2,2,33,0,2
CHIHUAHUA,542,C1,102,42,7,3,9,43,0,7
CHIHUAHUA,543,B,246,62,2,2,7,67,0,7
CHIHUAHUA,543,C1,207,73,4,6,7,82,0,11
CHIHUAHUA,543,EX1,140,49,1,3,2,84,0,4
CHIHUAHUA,543,EX1 C1,130,64,4,2,8,62,0,5
CHIHUAHUA,544,B,165,65,0,4,4,64,0,7
CHIHUAHUA,544,C1,182,69,0,3,4,49,1,5
CHIHUAHUA,545,B,225,91,2,2,5,72,0,6
CHIHUAHUA,546,B,190,63,0,5,7,54,0,5
CHIHUAHUA,547,B,130,49,4,6,2,72,0,3
CHIHUAHUA,548,B,240,96,2,4,2,108,0,11
CHIHUAHUA,549,B,198,67,4,0,9,68,0,3
CHIHUAHUA,550,B,151,54,3,5,3,71,0,0
CHIHUAHUA,550,C1,145,54,4,4,2,60,0,5
CHIHUAHUA,551,B,174,87,0,6,6,64,1,4
CHIHUAHUA,551,C1,202,91,4,1,3,52,0,6
CHIHUAHUA,552,B,145,49,2,2,5,34,0,0
CHIHUAHUA,552,C1,140,53,1,0,3,46,0,2
CHIHUAHUA,553,B,130,62,3,1,4,51,0,1
CHIHUAHUA,553,C1,117,43,3,6,0,48,1,3
CHIHUAHUA,554,B,183,61,1,3,10,53,0,2
CHIHUAHUA,554,C1,174,57,0,0,7,53,0,4
CHIHUAHUA,555,B,115,50,1,2,3,34,0,3
CHIHUAHUA,556,B,194,69,3,4,1,66,0,4
CHIHUAHUA,556,C1,180,63,1,6,7,70,1,8
CHIHUAHUA,557,B,151,55,1,5,6,38,0,7
CHIHUAHUA,557,C1,156,46,0,3,1,44,0,9
CHIHUAHUA,558,B,126,61,0,3,8,36,0,2
CHIHUAHUA,558,C1,117,57,2,1,4,45,0,4
CHIHUAHUA,559,B,187,68,3,1,4,57,0,7
CHIHUAHUA,560,B,127,38,1,5,4,33,0,6
CHIHUAHUA,560,C1,116,54,2,0,2,37,0,4
CHIHUAHUA,561,B,190,71,1,4,7,69,0,10
CHIHUAHUA,562,B,113,45,3,3,2,27,2,11
CHIHUAHUA,562,C1,101,57,2,0,4,33,0,4
CHIHUAHUA,563,B,95,50,3,6,3,33,0,6
CHIHUAHUA,563,C1,121,37,1,2,1,27,0,0
CHIHUAHUA,563,EX1,41,26,0,1,2,18,0,0
CHIHUAHUA,564,B,142,53,1,3,7,62,0,6
CHIHUAHUA,564,C1,133,71,3,4,8,57,0,6
CHIHUAHUA,564,C2,156,38,5,4,6,69,1,2
CHIHUAHUA,565,B,106,51,5,2,0,50,0,8
CHIHUAHUA,565,C1,88,48,8,2,1,33,0,5
CHIHUAHUA,566,B,126,41,2,1,5,56,1,7
CHIHUAHUA,566,C1,118,46,2,1,8,50,0,6
CHIHUAHUA,567,B,157,74,2,3,6,46,0,8
CHIHUAHUA,568,B,102,52,1,6,4,31,0,7
CHIHUAHUA,568,C1,97,47,1,3,7,55,0,8
CHIHUAHUA,569,B,150,65,2,1,8,58,1,7
CHIHUAHUA,569,C1,143,56,2,6,7,54,0,5
CHIHUAHUA,570,B,166,101,4,7,8,103,0,9
CHIHUAHUA,570,C1,181,96,1,6,4,104,1,7
CHIHUAHUA,571,B,112,53,1,4,4,54,0,7
CHIHUAHUA,571,C1,129,47,2,2,9,44,2,6
CHIHUAHUA,572,B,158,75,0,6,2,86,0,12
CHIHUAHUA,572,C1,176,69,3,1,10,98,0,3
CHIHUAHUA,572,C2,173,66,2,9,9,101,0,6
CHIHUAHUA,573,B,105,46,0,4,4,30,0,6
CHIHUAHUA,573,C1,100,42,1,3,9,39,1,6
CHIHUAHUA,574,B,184,74,1,5,6,57,0,5
CHIHUAHUA,574,C1,152,64,3,11,8,46,0,8
CHIHUAHUA,574,C2,163,71,1,5,5,86,0,8
CHIHUAHUA,575,B,188,58,0,5,3,63,0,10
CHIHUAHUA,575,C1,198,74,5,2,4,61,0,11
CHIHUAHUA,575,C2,194,60,3,1,4,50,0,5
CHIHUAHUA,576,B,155,62,0,2,5,44,0,4
CHIHUAHUA,576,C1,170,47,0,1,3,41,0,3
